step,t_zone,co2,p_cool,p_fan,a0_raw,a1_raw,t_setpoint,fan_signal,t_zone_next,p_total,reward
6505,19.8725,409.87,343.6,169.74,0.62312,0.08845,24.246,0.5442,20.0721,236.43,-0.7518
6506,20.0721,406.01,208.46,27.97,-0.91602,-1.0,21.168,0.0,21.459,0.0,-0.0
6507,21.459,403.65,0.0,0.0,-0.2293,-0.47788,22.541,0.2611,20.0425,101.66,-0.7701
6508,20.0425,402.22,98.57,3.09,0.48477,-1.0,23.97,0.0,20.6827,0.0,-0.25385
6509,20.6827,401.35,0.0,0.0,0.20866,-0.9903,23.417,0.0048,20.5294,2.26,-0.37659
6510,20.5294,400.82,2.26,0.0,0.17001,0.99804,23.34,0.999,19.2523,404.25,-1.41433
6511,19.2523,400.5,231.27,172.98,-0.58717,-0.66301,21.826,0.1685,22.8123,150.98,-0.00604
6512,22.8123,605.9,150.09,0.89,-0.85752,-0.56649,21.285,0.2168,24.1997,250.59,-0.01002
6513,24.1997,732.0,248.8,1.79,-0.33078,-0.27205,22.338,0.364,24.7392,462.58,-0.0185
6514,24.7392,808.71,454.21,8.37,-0.06019,0.89919,22.88,0.9496,23.144,1053.16,-0.04213
6515,23.144,855.38,904.6,148.56,-0.75188,0.03535,21.496,0.5177,25.4911,742.27,-0.4226
6516,25.4911,883.78,718.2,24.07,-0.21311,0.9494,22.574,0.9747,23.8723,1220.91,-0.04884
6517,23.8723,901.05,1060.25,160.65,0.07812,0.34981,23.156,0.6749,25.1038,941.48,-0.12067
6518,25.1038,911.56,888.15,53.33,0.62734,0.76733,24.255,0.8837,24.0368,1107.85,-0.04431
6519,24.0368,917.96,988.14,119.71,0.71564,0.86204,24.431,0.931,23.364,1065.23,-0.04261
6520,23.364,921.85,925.22,140.01,0.77714,-0.47601,24.554,0.262,26.2821,405.19,-1.04188
6521,26.2821,924.21,402.06,3.12,-0.30769,-0.30693,22.385,0.3465,24.4151,418.84,-0.01675
6522,24.4151,720.06,411.62,7.22,0.9571,0.56517,24.914,0.7826,22.1502,684.41,-0.02738
6523,22.1502,594.72,601.25,83.15,0.67747,0.57537,24.355,0.7877,21.661,618.58,-0.02474
6524,21.661,518.46,533.79,84.79,1.0,0.99816,25.0,0.9991,20.8161,693.75,-0.17486
6525,20.8161,472.07,520.73,173.01,-0.72317,-0.68991,21.554,0.155,23.065,146.05,-0.00584
6526,23.065,443.85,145.34,0.71,0.29535,0.65177,23.591,0.8259,20.6061,496.1,-0.335
6527,20.6061,426.67,398.36,97.73,0.37519,-0.30695,23.75,0.3465,21.4018,225.41,-0.00902
6528,21.4018,416.23,218.19,7.22,-1.0,-1.0,21.0,0.0,22.8872,0.0,0.0
6529,22.8872,409.86,0.0,0.0,0.22926,0.27284,23.459,0.6364,20.1799,301.48,-0.66812
6530,20.1799,406.01,256.75,44.72,-0.62077,-0.09754,21.758,0.4512,20.2563,204.35,-0.60317
6531,20.2563,403.66,188.41,15.94,0.23176,0.08866,23.464,0.5443,19.8517,214.5,-0.92723
6532,19.8517,402.22,186.52,27.98,0.18732,-0.98521,23.375,0.0074,21.0906,4.22,-0.00017
6533,21.0906,401.35,4.22,0.0,-0.19977,-0.9748,22.6,0.0126,20.8908,6.74,-0.08761
6534,20.8908,400.82,6.73,0.0,-0.03962,-0.98683,22.921,0.0066,21.7064,4.52,-0.00018
6535,21.7064,400.5,4.52,0.0,0.41438,-0.78871,23.829,0.1056,24.094,119.56,-0.00478
6536,24.094,605.9,119.29,0.27,0.92,-0.1182,24.84,0.4409,23.4785,462.37,-0.01849
6537,23.4785,732.0,447.5,14.87,0.94031,0.57262,24.881,0.7863,23.208,843.16,-0.03373
6538,23.208,808.72,758.82,84.35,-0.88788,0.81443,21.224,0.9072,23.651,1079.41,-0.04318
6539,23.651,855.39,949.86,129.54,-0.36867,0.10696,22.263,0.5535,25.9032,839.73,-0.75614
6540,25.9032,883.78,810.31,29.42,0.4824,0.10022,23.965,0.5501,26.342,878.83,-1.10874
6541,26.342,901.06,849.95,28.88,-0.70143,-0.90848,21.597,0.0458,32.7894,125.3,-6.23654
6542,32.7894,911.57,125.26,0.04,-1.0,0.19858,21.0,0.5993,26.3349,961.9,-1.10642
6543,26.3349,917.96,924.56,37.34,-0.72949,-1.0,21.541,0.0,33.4915,0.0,-6.79322
6544,33.4915,921.86,0.0,0.0,0.14814,0.20262,23.296,0.6013,25.5973,882.97,-0.51313
6545,25.5973,924.22,845.25,37.72,0.3838,0.41734,23.768,0.7087,23.7016,808.94,-0.03236
6546,23.7016,720.06,747.19,61.75,-0.23303,0.86135,22.534,0.9307,22.3981,896.71,-0.03587
6547,22.3981,594.72,756.85,139.86,-0.05729,-0.74407,22.885,0.128,25.6354,181.04,-0.51558
6548,25.6354,518.47,180.61,0.43,-0.36034,-0.43304,22.279,0.2835,23.9245,314.35,-0.01257
6549,23.9245,472.07,310.4,3.95,0.91647,-0.90806,24.833,0.046,25.1493,60.74,-0.12188
6550,25.1493,443.85,60.69,0.04,0.55016,-0.45485,24.1,0.2726,22.9093,250.7,-0.01003
6551,22.9093,426.68,247.18,3.51,0.15694,-1.0,23.314,0.0,23.9538,0.0,0.0
6552,23.9538,416.2,0.0,0.0,0.96594,-0.10457,24.932,0.4477,21.1257,274.35,-0.01097
6553,21.1257,409.88,258.78,15.57,-0.04452,-0.50022,22.911,0.2499,21.1897,150.14,-0.00601
6554,21.1897,406.01,147.42,2.71,0.02974,0.81112,23.059,0.9056,19.5722,392.16,-1.15794
6555,19.5722,403.66,263.32,128.84,1.0,0.79789,25.0,0.8989,19.2373,331.76,-1.4234
6556,19.2373,402.22,205.72,126.04,0.39255,0.87828,23.785,0.9391,18.8793,296.41,-1.70841
6557,18.8793,401.35,152.7,143.71,-0.34634,-0.07732,22.307,0.4613,18.9907,101.56,-1.61147
6558,18.9907,400.82,84.52,17.04,-1.0,-0.99558,21.0,0.0022,20.2019,0.9,-0.6385
6559,20.2019,400.5,0.9,0.0,1.0,0.45747,25.0,0.7287,20.2441,369.87,-0.61953
6560,20.2441,605.9,302.73,67.14,-0.59989,-0.20133,21.8,0.3993,21.9338,302.0,-0.01208
6561,21.9338,732.0,290.95,11.05,-0.16527,0.60059,22.669,0.8003,21.7528,645.32,-0.02581
6562,21.7528,808.72,556.39,88.93,1.0,-0.99551,25.0,0.0022,26.7316,3.66,-1.38545
6563,26.7316,855.4,3.66,0.0,0.91972,-1.0,24.839,0.0,26.3781,0.0,-1.10251
6564,26.3781,883.87,0.0,0.0,1.0,0.95315,25.0,0.9766,20.9197,689.89,-0.09185
6565,20.9197,901.05,528.3,161.6,-1.0,-0.95573,21.0,0.0221,24.3502,26.1,-0.00104
6566,24.3502,911.58,26.09,0.01,-0.27024,0.25447,22.46,0.6272,20.9678,387.85,-0.04125
6567,20.9678,917.98,345.04,42.82,-0.71802,0.39439,21.564,0.6972,20.4728,378.35,-0.43688
6568,20.4728,921.87,319.55,58.8,0.26632,-0.82108,23.533,0.0895,22.1179,68.45,-0.00274
6569,22.1179,924.24,68.27,0.18,0.7668,-0.35181,24.534,0.3241,19.9488,122.84,-0.84591
6570,19.9488,720.09,116.94,5.91,-0.31453,-0.70614,22.371,0.1469,19.8823,51.79,-0.89624
6571,19.8823,594.74,51.17,0.62,0.13887,0.899,23.278,0.9495,18.6528,263.23,-1.88831
6572,18.6528,518.48,114.7,148.52,-0.04674,0.31887,22.907,0.6594,18.4734,107.5,-2.02556
6573,18.4734,472.08,57.75,49.75,-0.79349,0.48989,21.413,0.7449,18.1995,99.21,-2.24433
6574,18.1995,443.86,27.49,71.73,0.91303,0.90005,24.826,0.95,17.9826,148.77,-2.41986
6575,17.9826,426.68,0.0,148.77,-0.31967,0.96738,22.361,0.9837,17.8136,165.15,-2.5557
6576,17.8136,416.23,0.0,165.15,0.21613,-0.97139,23.432,0.0143,17.1437,0.0,-3.08506
6577,17.1437,409.88,0.0,0.0,-0.3084,0.63674,22.383,0.8184,17.4099,95.1,-2.87587
6578,17.4099,406.01,0.0,95.1,-0.27327,0.3076,22.453,0.6538,17.1594,48.49,-3.07441
6579,17.1594,403.66,0.0,48.49,0.7386,0.1436,24.477,0.5718,16.9216,32.44,-3.264
6580,16.9216,402.22,0.0,32.44,0.92992,0.82218,24.86,0.9111,17.0505,131.22,-3.16488
6581,17.0505,401.35,0.0,131.22,-0.19646,-0.01499,22.607,0.4925,16.6316,20.73,-3.49552
6582,16.6316,400.82,0.0,20.73,-0.36807,0.78252,22.264,0.8913,17.4103,122.84,-2.87669
6583,17.4103,400.5,0.0,122.84,-0.90713,1.0,21.186,1.0,18.6508,293.97,-1.89109
6584,18.6508,605.9,120.46,173.5,0.38346,0.31448,23.767,0.6572,19.8645,276.08,-0.91948
6585,19.8645,732.01,226.82,49.26,0.60753,0.93879,24.215,0.9694,20.3731,583.93,-0.52485
6586,20.3731,808.73,425.87,158.06,0.00282,-0.70927,23.006,0.1454,24.6754,180.19,-0.00721
6587,24.6754,855.41,179.59,0.6,-0.38573,-0.78366,22.229,0.1082,26.6274,172.99,-1.30885
6588,26.6274,883.81,172.7,0.29,-0.33065,-0.77424,22.339,0.1129,27.615,201.14,-2.10006
6589,27.615,901.08,200.82,0.32,-0.47187,-0.40456,22.056,0.2977,26.2017,456.37,-0.97963
6590,26.2017,911.59,451.79,4.58,0.12649,0.04153,23.253,0.5208,24.466,647.47,-0.0259
6591,24.466,917.99,622.97,24.5,-0.75573,0.2055,21.489,0.6028,23.5791,660.18,-0.02641
6592,23.5791,921.88,622.19,37.99,0.35002,0.05892,23.7,0.5295,23.2666,541.77,-0.02167
6593,23.2666,924.25,516.02,25.75,0.85295,1.0,24.706,1.0,20.8267,696.39,-0.16652
6594,20.8267,720.09,522.89,173.5,0.53523,0.99795,24.07,0.999,20.3928,615.12,-0.51033
6595,20.3928,594.74,442.15,172.97,-0.97936,-0.88059,21.041,0.0597,22.5679,50.53,-0.00202
6596,22.5679,518.48,50.46,0.08,-0.19507,-0.34704,22.61,0.3265,20.9434,183.77,-0.05267
6597,20.9434,472.08,177.74,6.04,0.98394,1.0,24.968,1.0,19.4442,440.61,-1.26229
6598,19.4442,443.86,267.11,173.5,0.42058,-0.39804,23.841,0.301,19.9941,115.73,-0.80932
6599,19.9941,426.68,111.0,4.73,0.25788,-0.01959,23.516,0.4902,19.3532,143.12,-1.32317
6600,19.3532,416.23,122.68,20.44,-0.30038,-0.95755,22.399,0.0212,19.8262,7.17,-0.93935
6601,19.8262,409.88,7.16,0.01,0.92634,1.0,24.853,1.0,18.5258,270.75,-1.99015
6602,18.5258,406.01,97.24,173.5,0.93901,-0.36598,24.878,0.317,18.5966,40.49,-1.92436
6603,18.5966,403.66,34.96,5.53,0.87024,0.01784,24.74,0.5089,18.2044,42.1,-2.23819
6604,18.2044,402.22,19.23,22.87,0.2655,-1.0,23.531,0.0,17.8087,0.0,-2.55303
6605,17.8087,401.35,0.0,0.0,-0.40127,-1.0,22.197,0.0,17.4994,0.0,-2.80051
6606,17.4994,400.82,0.0,0.0,-0.32914,-0.38326,22.342,0.3084,18.1828,15.51,-2.25436
6607,18.1828,400.5,10.42,5.09,-0.64763,-0.95909,21.705,0.0205,21.7107,14.12,-0.00056
6608,21.7107,605.91,14.12,0.01,-0.58208,-0.4647,21.836,0.2677,22.2644,214.56,-0.00858
6609,22.2644,732.01,211.23,3.33,-1.0,0.31932,21.0,0.6597,22.0668,546.33,-0.02185
6610,22.0668,808.73,496.53,49.8,0.3411,-0.11865,23.682,0.4407,24.1936,520.09,-0.0208
6611,24.1936,855.41,505.24,14.85,0.86964,-0.81416,24.739,0.0929,28.61,182.67,-2.89527
6612,28.61,883.81,182.46,0.2,-0.49406,-0.60245,22.012,0.1988,28.2609,378.89,-2.62391
6613,28.2609,901.09,377.49,1.4,0.86745,-0.21438,24.735,0.3928,26.5879,634.88,-1.29569
6614,26.5879,911.6,624.36,10.52,0.26241,0.98388,23.525,0.9919,23.4515,1170.19,-0.04681
6615,23.4515,917.99,1000.84,169.35,0.91418,-0.589,24.828,0.2055,27.4005,359.11,-1.93477
6616,27.4005,921.88,357.57,1.54,-0.81408,-0.1346,21.372,0.4327,24.968,572.09,-0.02288
6617,24.968,924.25,558.03,14.06,0.62438,-0.1469,24.249,0.4266,23.4192,441.25,-0.01765
6618,23.4192,720.09,427.78,13.47,-1.0,-0.99795,21.0,0.001,26.0017,1.52,-0.80143
6619,26.0017,594.68,1.52,0.0,-1.0,0.74515,21.0,0.8726,21.2326,637.27,-0.02549
6620,21.2326,518.51,522.0,115.27,0.39878,0.95613,23.798,0.9781,20.5666,626.89,-0.37182
6621,20.5666,472.1,464.56,162.34,0.98511,-0.78979,24.97,0.1051,22.6815,91.33,-0.00365
6622,22.6815,443.87,91.07,0.27,-0.48677,0.80731,22.026,0.9037,20.038,468.83,-0.78833
6623,20.038,426.69,340.8,128.03,0.04831,-0.02836,23.097,0.4858,20.3167,228.14,-0.55579
6624,20.3167,416.24,208.24,19.9,-0.73256,-0.35624,21.535,0.3219,20.251,139.82,-0.60478
6625,20.251,409.88,134.04,5.79,0.08953,0.51558,23.179,0.7578,19.3368,262.88,-1.34111
6626,19.3368,406.01,187.37,75.5,0.45251,-0.13565,23.905,0.4322,19.4353,128.72,-1.25691
6627,19.4353,403.66,114.72,14.01,-0.97761,0.35968,21.045,0.6798,18.8811,165.3,-1.7017
6628,18.8811,402.22,110.78,54.52,0.5988,0.41691,24.198,0.7085,18.6326,144.57,-1.89968
6629,18.6326,401.35,82.87,61.7,-0.85886,0.11849,21.282,0.5592,18.5634,88.59,-1.95286
6630,18.5634,400.82,58.24,30.35,-0.14368,0.55622,22.713,0.7781,18.872,207.18,-1.71068
6631,18.872,400.5,125.44,81.74,0.37118,-0.7337,23.742,0.1331,22.3447,107.57,-0.0043
6632,22.3447,605.9,107.09,0.48,-0.84131,-0.6266,21.317,0.1867,23.995,208.37,-0.00833
6633,23.995,732.01,207.2,1.17,1.0,-0.21297,25.0,0.3935,24.2191,463.59,-0.01854
6634,24.2191,808.73,453.02,10.57,-1.0,0.04538,21.0,0.5227,24.7602,678.86,-0.02715
6635,24.7602,855.41,654.08,24.78,-0.21257,-0.04084,22.575,0.4796,25.9031,720.53,-0.75131
6636,25.9031,883.81,701.39,19.14,-0.43774,-0.42449,22.125,0.2878,28.1543,544.73,-2.54526
6637,28.1543,901.09,540.6,4.13,-0.23076,-0.07496,22.538,0.4625,26.8839,777.14,-1.53821
6638,26.8839,911.6,759.97,17.17,-0.04986,0.62367,22.9,0.8118,24.7263,1102.63,-0.04411
6639,24.7263,917.99,1009.79,92.84,-0.93988,-0.98397,21.12,0.008,32.0324,20.85,-5.62678
6640,32.0324,921.88,20.85,0.0,0.05953,0.65365,23.119,0.8268,23.9144,1002.93,-0.04012
6641,23.9144,924.25,904.85,98.07,0.47134,-0.87682,23.943,0.0616,27.5025,108.36,-2.00635
6642,27.5025,720.09,108.28,0.08,-0.85053,0.22498,21.299,0.6125,22.9095,596.22,-0.02385
6643,22.9095,594.75,556.35,39.87,0.88207,-0.69973,24.764,0.1501,24.6707,185.95,-0.00744
6644,24.6707,518.48,185.3,0.65,-0.10921,-0.41487,22.782,0.2926,23.1676,284.09,-0.01136
6645,23.1676,472.09,279.75,4.34,0.61951,0.24958,24.239,0.6248,21.4647,442.82,-0.01771
6646,21.4647,443.86,400.51,42.32,0.8635,0.28946,24.727,0.6447,21.0195,406.67,-0.01627
6647,21.0195,426.68,360.17,46.5,-1.0,-0.1195,21.0,0.4402,21.1248,269.29,-0.01077
6648,21.1248,416.23,254.49,14.8,-0.40624,0.09319,22.188,0.5466,20.463,277.35,-0.44071
6649,20.463,409.88,249.02,28.33,0.87369,0.07591,24.747,0.538,20.1398,239.9,-0.69774
6650,20.1398,406.01,212.89,27.01,-0.26141,0.26401,22.477,0.632,19.6634,238.2,-1.0788
6651,19.6634,403.66,194.4,43.8,0.48527,-0.42355,23.971,0.2882,19.9774,109.53,-0.82243
6652,19.9774,402.22,105.38,4.15,0.33715,0.99771,23.674,0.9989,18.8842,336.2,-1.7061
6653,18.8842,401.35,163.29,172.91,-0.14818,-0.98899,22.704,0.0055,19.8534,1.89,-0.91737
6654,19.8534,400.82,1.88,0.0,1.0,0.38329,25.0,0.6916,19.3889,235.03,-1.29828
6655,19.3889,400.5,177.62,57.41,-0.36676,0.29096,22.266,0.6455,20.9222,395.69,-0.07809
6656,20.9222,605.9,349.02,46.66,-0.18483,0.05689,22.63,0.5284,22.5256,468.29,-0.01873
6657,22.5256,732.01,442.69,25.6,-1.0,0.0264,21.0,0.5132,23.867,580.91,-0.02324
6658,23.867,808.73,557.46,23.45,-0.87674,-0.97628,21.247,0.0119,30.6863,27.84,-4.55019
6659,30.6863,855.41,27.84,0.0,0.2965,-0.29241,23.593,0.3538,27.4899,629.23,-2.01711
6660,27.4899,883.81,621.55,7.68,-0.36242,0.63275,22.275,0.8164,25.1323,1172.03,-0.15275
6661,25.1323,901.08,1077.63,94.4,-0.73181,-0.73118,21.536,0.1344,31.1659,327.85,-4.94586
6662,31.1659,911.6,327.36,0.49,-0.41247,-1.0,22.175,0.0,34.2627,0.0,-7.41015
6663,34.2627,918.01,0.0,0.0,-0.37751,-0.2316,22.245,0.3842,27.7634,703.58,-2.23883
6664,27.7634,921.88,693.74,9.84,-0.47668,-0.93393,22.047,0.033,32.0723,86.08,-5.66132
6665,32.0723,924.25,86.05,0.02,0.91007,-0.99649,24.82,0.0018,30.2804,3.99,-4.22447
6666,30.2804,720.04,3.99,0.0,-0.15818,0.57379,22.684,0.7869,23.2286,845.64,-0.03383
6667,23.2286,594.77,761.1,84.54,0.67405,0.34418,24.348,0.6721,23.0124,675.86,-0.02703
6668,23.0124,518.5,623.18,52.67,0.78468,0.20233,24.569,0.6012,22.6985,560.23,-0.02241
6669,22.6985,472.1,522.54,37.7,-0.21096,-0.57554,22.578,0.2122,23.8607,231.82,-0.00927
6670,23.8607,443.86,230.14,1.69,0.22451,-1.0,23.449,0.0,25.2851,0.0,-0.22805
6671,25.2851,426.64,0.0,0.0,0.58761,-0.80483,24.175,0.0976,23.8903,106.53,-0.00426
6672,23.8903,416.24,106.31,0.22,-1.0,-0.39327,21.0,0.3034,22.2122,241.18,-0.00965
6673,22.2122,409.88,236.34,4.84,-1.0,-0.45992,21.0,0.27,21.9485,200.61,-0.00802
6674,21.9485,406.01,197.19,3.42,0.34574,-1.0,23.691,0.0,23.1536,0.0,-0.0
6675,23.1536,403.65,0.0,0.0,-0.13593,0.23833,22.728,0.6192,20.4424,320.77,-0.45895
6676,20.4424,402.23,279.59,41.19,0.02088,-1.0,23.042,0.0,22.1653,0.0,0.0
6677,22.1653,401.35,0.0,0.0,-0.24716,-0.90062,22.506,0.0497,21.6682,33.73,-0.00135
6678,21.6682,400.82,33.68,0.05,0.04649,-0.93818,23.093,0.0309,22.5591,26.07,-0.00104
6679,22.5591,400.5,26.05,0.02,0.80375,-0.82208,24.607,0.089,25.1373,117.69,-0.11455
6680,25.1373,605.91,117.51,0.18,-0.85891,1.0,21.282,1.0,22.1398,939.67,-0.03759
6681,22.1398,732.01,766.15,173.51,0.19702,0.15947,23.394,0.5797,24.5722,739.13,-0.02957
6682,24.5722,808.74,705.32,33.81,-0.91882,-0.18586,21.162,0.4071,26.8085,675.45,-1.47379
6683,26.8085,855.42,663.75,11.7,1.0,-1.0,25.0,0.0,34.1043,0.0,-7.28343
6684,34.1043,883.9,0.0,0.0,0.63379,-0.75339,24.268,0.1233,32.6641,334.94,-6.14467
6685,32.6641,901.08,334.55,0.39,0.19643,0.18127,23.393,0.5906,27.5472,1079.03,-2.08093
6686,27.5472,911.6,1043.28,35.75,-0.1543,-0.74265,22.691,0.1287,32.4017,343.26,-5.93505
6687,32.4017,918.0,342.82,0.44,-0.59713,0.94914,21.806,0.9746,24.9103,1406.45,-0.05626
6688,24.9103,921.9,1245.84,160.61,-0.45331,-0.7289,22.093,0.1356,30.3571,310.34,-4.29813
6689,30.3571,924.27,309.84,0.5,1.0,0.13394,25.0,0.567,25.0554,771.14,-0.07518
6690,25.0554,720.11,739.52,31.62,-0.45872,-0.42039,22.083,0.2898,26.0095,433.3,-0.82489
6691,26.0095,594.76,429.07,4.22,-0.76817,-0.15299,21.464,0.4235,24.5341,524.76,-0.02099
6692,24.5341,518.49,511.58,13.18,0.2564,-0.38325,23.513,0.3084,24.7056,387.42,-0.0155
6693,24.7056,472.09,382.33,5.09,-0.26869,-0.10475,22.463,0.4476,23.4662,467.99,-0.01872
6694,23.4662,443.86,452.43,15.56,-0.90534,0.9912,21.189,0.9956,21.4183,800.52,-0.03202
6695,21.4183,426.69,629.29,171.23,-0.04664,-0.5965,22.907,0.2018,23.9957,225.07,-0.009
6696,23.9957,416.24,223.61,1.46,-0.268,0.71126,22.464,0.8556,21.2125,616.81,-0.02467
6697,21.2125,409.88,508.12,108.69,-0.40902,0.40955,22.182,0.7048,21.1841,475.54,-0.01902
6698,21.1841,406.01,414.8,60.74,-0.37463,-0.13073,22.251,0.4346,21.6914,310.78,-0.01243
6699,21.6914,403.66,296.53,14.25,-0.01583,-1.0,22.968,0.0,23.8102,0.0,-0.0
6700,23.8102,402.22,0.0,0.0,0.89976,0.38981,24.8,0.6949,20.6397,397.23,-0.30411
6701,20.6397,401.35,339.0,58.23,-0.60021,0.25406,21.8,0.627,20.5511,338.38,-0.37268
6702,20.5511,400.82,295.61,42.78,0.64413,-0.12905,24.288,0.4355,21.2755,277.96,-0.01112
6703,21.2755,400.5,263.63,14.33,-0.03509,-0.40044,22.93,0.2998,23.2095,293.59,-0.01174
6704,23.2095,605.91,288.92,4.67,-0.70595,0.62798,21.588,0.814,22.1076,712.41,-0.0285
6705,22.1076,732.01,618.83,93.58,-0.93705,-0.3257,21.126,0.3372,25.0562,447.14,-0.06285
6706,25.0562,808.74,440.49,6.65,-0.88745,-0.92572,21.225,0.0371,30.4823,85.88,-4.38925
6707,30.4823,855.42,85.86,0.03,-0.14091,0.98487,22.718,0.9924,23.7288,1222.44,-0.0489
6708,23.7288,883.82,1052.84,169.6,0.32356,0.84385,23.647,0.9219,23.996,1159.53,-0.04638
6709,23.996,901.1,1023.57,135.96,-0.62603,0.45268,21.748,0.7263,24.5383,946.18,-0.03785
6710,24.5383,911.62,879.69,66.49,-0.72814,0.96184,21.544,0.9809,23.2188,1112.3,-0.04449
6711,23.2188,918.01,948.53,163.77,-0.73959,-0.18521,21.521,0.4074,25.0918,547.09,-0.09535
6712,25.0918,921.91,535.36,11.73,-0.20828,1.0,22.583,1.0,22.2344,958.14,-0.03833
6713,22.2344,924.27,784.63,173.51,-0.55973,-0.99027,21.881,0.0049,25.9926,7.14,-0.79433
6714,25.9926,720.09,7.14,0.0,0.5479,0.05976,24.096,0.5299,22.0955,427.55,-0.0171
6715,22.0955,594.77,401.74,25.81,0.27346,-0.6531,23.547,0.1735,23.0734,163.82,-0.00655
6716,23.0734,518.5,162.87,0.96,0.93897,-1.0,24.878,0.0,23.8594,0.0,0.0
6717,23.8594,471.97,0.0,0.0,0.34961,-0.25133,23.699,0.3743,21.3487,241.08,-0.00964
6718,21.3487,443.89,231.98,9.1,-0.0739,0.11181,22.852,0.5559,20.5034,287.35,-0.4088
6719,20.5034,426.7,257.54,29.81,-0.90914,0.27301,21.182,0.6365,20.0248,283.25,-0.79149
6720,20.0248,416.25,238.5,44.75,0.93716,-0.36336,24.874,0.3183,20.2939,140.72,-0.5705
6721,20.2939,409.88,135.12,5.6,0.09608,-0.85481,23.192,0.0726,20.5822,34.8,-0.33563
6722,20.5822,406.01,34.69,0.11,0.06358,-0.73405,23.127,0.133,20.012,49.98,-0.79238
6723,20.012,403.66,49.5,0.48,-0.30509,-0.8415,22.39,0.0793,19.7857,26.32,-0.9725
6724,19.7857,402.23,26.18,0.14,-0.67607,-0.69296,21.648,0.1535,19.2332,35.72,-1.41484
6725,19.2332,401.35,35.03,0.69,-0.44622,-0.0515,22.108,0.4742,18.64,74.67,-1.89101
6726,18.64,400.82,56.16,18.51,0.48025,1.0,23.961,1.0,18.3435,237.08,-2.13466
6727,18.3435,400.5,63.56,173.51,0.46051,0.49864,23.921,0.7493,19.0606,220.21,-1.56029
6728,19.0606,605.91,147.21,73.0,-0.19795,-0.77919,22.604,0.1104,20.701,55.58,-0.2414
6729,20.701,732.02,55.28,0.3,-0.69445,-0.62742,21.611,0.1863,20.5981,90.85,-0.32513
6730,20.5981,808.74,89.68,1.17,0.72938,0.66582,24.459,0.8329,19.509,333.14,-1.2061
6731,19.509,855.42,232.88,100.26,-0.77787,-0.04267,21.444,0.4787,20.0971,205.03,-0.73056
6732,20.0971,883.83,186.0,19.03,-0.33868,-0.3794,22.323,0.3103,20.5446,151.5,-0.37041
6733,20.5446,901.11,146.32,5.18,0.07715,0.9301,23.154,0.9651,19.4865,421.8,-1.22771
6734,19.4865,911.62,265.85,155.95,-0.59749,0.80403,21.805,0.902,19.4449,368.88,-1.25884
6735,19.4449,918.02,241.54,127.34,-0.35159,-0.38751,22.297,0.3062,20.1554,127.33,-0.68078
6736,20.1554,921.91,122.35,4.98,0.41804,0.05679,23.836,0.5284,19.5163,174.12,-1.1939
6737,19.5163,924.28,148.52,25.6,-0.19894,0.07133,22.602,0.5357,18.5684,83.02,-1.94857
6738,18.5684,720.11,56.35,26.67,-1.0,0.1703,21.0,0.5851,18.2716,64.17,-2.18526
6739,18.2716,594.76,29.4,34.76,0.15364,-0.13153,23.307,0.4342,18.0528,18.43,-2.35846
6740,18.0528,518.5,4.22,14.21,-0.36059,0.2231,22.279,0.6116,17.8447,39.69,-2.52585
6741,17.8447,472.1,0.0,39.69,0.4033,0.84486,23.807,0.9224,17.7477,136.19,-2.60726
6742,17.7477,443.86,0.0,136.19,-0.55982,-1.0,21.88,0.0,16.9795,0.0,-3.21643
6743,16.9795,426.64,0.0,0.0,0.39819,-0.57783,23.796,0.2111,17.0012,1.66,-3.19909
6744,17.0012,416.25,0.0,1.66,0.22888,0.47352,23.458,0.7368,17.3194,69.39,-2.94725
6745,17.3194,409.88,0.0,69.39,-0.41188,0.82727,22.176,0.9136,17.3164,132.33,-2.95217
6746,17.3164,406.01,0.0,132.33,0.02949,0.20578,23.059,0.6029,17.0226,38.02,-3.18346
6747,17.0226,403.66,0.0,38.02,-0.78166,-0.42701,21.437,0.2865,16.4973,4.08,-3.60235
6748,16.4973,402.23,0.0,4.08,0.51185,-0.57173,24.024,0.2141,16.1713,1.73,-3.86301
6749,16.1713,401.35,0.0,1.73,0.01047,0.16264,23.021,0.5813,16.7224,34.09,-3.42348
6750,16.7224,400.82,0.0,34.09,-0.58501,-0.03402,21.83,0.483,16.6782,19.55,-3.45824
6751,16.6782,400.5,0.0,19.55,-0.68814,-0.85051,21.624,0.0747,17.4794,0.12,-2.81647
6752,17.4794,605.91,0.0,0.12,-0.70027,-0.21311,21.599,0.3934,18.0316,12.93,-2.37523
6753,18.0316,732.02,2.36,10.57,-0.75069,-0.87461,21.499,0.0627,19.2278,14.4,-1.41836
6754,19.2278,808.74,14.31,0.08,-0.86267,-0.84278,21.275,0.0786,21.1379,45.9,-0.00184
6755,21.1379,855.43,45.77,0.14,0.07038,-0.10627,23.141,0.4469,21.1766,278.77,-0.01115
6756,21.1766,883.83,263.29,15.48,-0.91641,-0.45313,21.167,0.2734,22.6396,238.88,-0.00956
6757,22.6396,901.11,235.33,3.55,0.72793,-0.6203,24.456,0.1898,23.637,199.76,-0.00799
6758,23.637,911.62,198.53,1.23,-0.46672,0.20977,22.067,0.6049,21.6399,446.86,-0.01787
6759,21.6399,918.02,408.45,38.4,1.0,-0.00798,25.0,0.496,21.4332,337.1,-0.01348
